"Município";"Sim";"Não";"Total"
"353910 Pirapora do Bom Jesus";2;-;2
"353920 Pirapozinho";5;-;5
"353930 Pirassununga";14;6;20
"353940 Piratininga";2;1;3
"353950 Pitangueiras";10;3;13
"353960 Planalto";1;-;1
"353970 Platina";1;-;1
"353980 Poá";9;2;11
"353990 Poloni";1;1;2
"354000 Pompéia";5;11;16
"354010 Pongaí";1;-;1
"354020 Pontal";4;1;5
"354050 Porangaba";1;-;1
"354060 Porto Feliz";2;5;7
"354070 Porto Ferreira";2;4;6
"354075 Potim";4;-;4
"354080 Potirendaba";1;-;1
"354085 Pracinha";2;-;2
"354090 Pradópolis";1;-;1
"354100 Praia Grande";19;10;29
"354105 Pratânia";1;-;1
"354110 Presidente Alves";1;-;1
"354120 Presidente Bernardes";10;1;11
"354130 Presidente Epitácio";7;1;8
"354140 Presidente Prudente";54;45;99
"354150 Presidente Venceslau";8;-;8
"354160 Promissão";5;1;6
"354165 Quadra";1;-;1
"354170 Quatá";3;3;6
"354180 Queiroz";1;-;1
"354190 Queluz";2;-;2
"354200 Quintana";1;-;1
"354210 Rafard";1;-;1
"354220 Rancharia";8;-;8
"354230 Redenção da Serra";1;-;1
"354240 Regente Feijó";3;1;4
"354250 Reginópolis";2;-;2
"354260 Registro";7;2;9
"354270 Restinga";1;-;1
"354290 Ribeirão Bonito";1;1;2
"354300 Ribeirão Branco";1;-;1
"354310 Ribeirão Corrente";2;-;2
"354320 Ribeirão do Sul";1;-;1
"354323 Ribeirão dos Índios";1;-;1
"354330 Ribeirão Pires";25;16;41
"354340 Ribeirão Preto";133;127;260
"354380 Rinópolis";1;-;1
"354390 Rio Claro";29;21;50
"354400 Rio das Pedras";2;1;3
"354410 Rio Grande da Serra";4;2;6
"354420 Riolândia";3;-;3
"354350 Riversul";1;-;1
"354425 Rosana";2;3;5
"354430 Roseira";1;1;2
"354440 Rubiácea";1;-;1
"354450 Rubinéia";1;-;1
"354480 Sales";2;-;2
"354490 Sales Oliveira";2;-;2
"354500 Salesópolis";1;-;1
"354515 Saltinho";1;-;1
"354520 Salto";12;8;20
"354530 Salto de Pirapora";8;2;10
"354540 Salto Grande";2;-;2
"354560 Santa Adélia";4;-;4
"354570 Santa Albertina";1;-;1
"354580 Santa Bárbara d'Oeste";9;6;15
"354625 Santa Cruz da Esperança";1;-;1
"354630 Santa Cruz das Palmeiras";3;2;5
"354640 Santa Cruz do Rio Pardo";7;4;11
"354650 Santa Ernestina";1;-;1
"354660 Santa Fé do Sul";9;4;13
"354670 Santa Gertrudes";3;3;6
"354680 Santa Isabel";7;1;8
"354690 Santa Lúcia";2;-;2
"354710 Santa Mercedes";1;-;1
"354750 Santa Rita do Passa Quatro";14;2;16
"354760 Santa Rosa de Viterbo";2;3;5
"354765 Santa Salete";1;-;1
"354730 Santana de Parnaíba";27;-;27
"354770 Santo Anastácio";1;4;5
"354780 Santo André";84;91;175
"354790 Santo Antônio da Alegria";2;-;2
"354800 Santo Antônio de Posse";4;1;5
"354805 Santo Antônio do Aracanguá";1;-;1
"354810 Santo Antônio do Jardim";1;-;1
"354820 Santo Antônio do Pinhal";1;-;1
"354830 Santo Expedito";1;-;1
"354850 Santos";90;117;207
"354860 São Bento do Sapucaí";2;-;2
"354870 São Bernardo do Campo";102;140;242
"354880 São Caetano do Sul";55;53;108
"354890 São Carlos";29;16;45
"354900 São Francisco";1;-;1
"354910 São João da Boa Vista";16;32;48
"354920 São João das Duas Pontes";1;-;1
"354925 São João de Iracema";1;-;1
"354930 São João do Pau d'Alho";1;-;1
"354940 São Joaquim da Barra";3;7;10
"354960 São José do Barreiro";1;-;1
"354970 São José do Rio Pardo";9;5;14
"354980 São José do Rio Preto";107;66;173
"354990 São José dos Campos";64;243;307
"354995 São Lourenço da Serra";1;-;1
"355000 São Luís do Paraitinga";1;-;1
"355010 São Manuel";3;4;7
"355020 São Miguel Arcanjo";5;-;5
"355030 São Paulo";1695;1074;2769
"355040 São Pedro";4;4;8
"355060 São Roque";3;16;19
"355070 São Sebastião";23;1;24
"355080 São Sebastião da Grama";3;-;3
"355090 São Simão";4;-;4
"355100 São Vicente";31;13;44
"355110 Sarapuí";1;-;1
"355120 Sarutaiá";1;-;1
"355140 Serra Azul";6;-;6
"355160 Serra Negra";5;1;6
"355150 Serrana";5;-;5
"355170 Sertãozinho";9;25;34
"355180 Sete Barras";1;-;1
"355190 Severínia";2;-;2
"355200 Silveiras";1;-;1
"355210 Socorro";5;2;7
"355220 Sorocaba";73;45;118
"355230 Sud Mennucci";4;-;4
"355240 Sumaré";24;4;28
"355255 Suzanápolis";1;-;1
"355250 Suzano";25;9;34
"355260 Tabapuã";2;-;2
"355270 Tabatinga";1;1;2
"355280 Taboão da Serra";27;5;32
"355290 Taciba";1;-;1
"355310 Taiaçu";-;1;1
"355320 Taiúva";1;-;1
"355330 Tambaú";2;2;4
"355340 Tanabi";2;-;2
"355350 Tapiraí";1;-;1
"355360 Tapiratiba";1;-;1
"355365 Taquaral";1;-;1
"355370 Taquaritinga";10;4;14
"355380 Taquarituba";3;-;3
"355390 Tarabai";1;-;1
"355395 Tarumã";2;-;2
"355400 Tatuí";12;22;34
"355410 Taubaté";43;46;89
"355420 Tejupá";1;-;1
"355430 Teodoro Sampaio";1;2;3
"355450 Tietê";3;5;8
"355460 Timburi";1;-;1
"355470 Torrinha";1;-;1
"355475 Trabiju";1;-;1
"355480 Tremembé";17;-;17
"355490 Três Fronteiras";1;-;1
"355495 Tuiuti";1;-;1
"355500 Tupã";16;-;16
"355510 Tupi Paulista";4;1;5
"355535 Ubarana";1;-;1
"355540 Ubatuba";9;3;12
"355550 Ubirajara";-;1;1
"355560 Uchoa";1;-;1
"355580 Urânia";1;-;1
"355600 Urupês";2;-;2
"355610 Valentim Gentil";2;-;2
"355620 Valinhos";10;2;12
"355630 Valparaíso";7;2;9
"355640 Vargem Grande do Sul";3;4;7
"355645 Vargem Grande Paulista";4;10;14
"355650 Várzea Paulista";12;-;12
"355660 Vera Cruz";-;1;1
"355670 Vinhedo";10;15;25
"355680 Viradouro";3;2;5
"355700 Votorantim";3;1;4
"355710 Votuporanga";12;8;20
"Total";6331;4129;10460
&
"Município";"Sim";"Não";"Total"
"350010 Adamantina";6;3;9
"350020 Adolfo";2;-;2
"350030 Aguaí";4;4;8
"350040 Águas da Prata";1;-;1
"350050 Águas de Lindóia";4;-;4
"350055 Águas de Santa Bárbara";1;-;1
"350060 Águas de São Pedro";1;-;1
"350070 Agudos";6;-;6
"350075 Alambari";1;-;1
"350080 Alfredo Marcondes";1;-;1
"350090 Altair";1;-;1
"350100 Altinópolis";7;1;8
"350115 Alumínio";2;-;2
"350120 Álvares Florence";1;-;1
"350130 Álvares Machado";7;-;7
"350140 Álvaro de Carvalho";4;-;4
"350150 Alvinlândia";1;-;1
"350160 Americana";21;40;61
"350170 Américo Brasiliense";4;-;4
"350180 Américo de Campos";1;-;1
"350190 Amparo";18;8;26
"350210 Andradina";12;10;22
"350220 Angatuba";3;-;3
"350230 Anhembi";1;-;1
"350240 Anhumas";1;-;1
"350250 Aparecida";2;1;3
"350270 Apiaí";4;-;4
"350275 Araçariguama";1;-;1
"350280 Araçatuba";44;27;71
"350290 Araçoiaba da Serra";2;-;2
"350300 Aramina";1;-;1
"350310 Arandu";1;-;1
"350315 Arapeí";1;-;1
"350320 Araraquara";43;31;74
"350330 Araras";20;11;31
"350335 Arco-Íris";1;-;1
"350340 Arealva";2;-;2
"350350 Areias";1;-;1
"350360 Areiópolis";1;-;1
"350370 Ariranha";6;-;6
"350380 Artur Nogueira";4;2;6
"350390 Arujá";2;2;4
"350395 Aspásia";1;-;1
"350400 Assis";30;15;45
"350410 Atibaia";9;42;51
"350420 Auriflama";1;-;1
"350430 Avaí";1;-;1
"350440 Avanhandava";1;-;1
"350450 Avaré";18;7;25
"350460 Bady Bassitt";1;-;1
"350470 Balbinos";1;-;1
"350480 Bálsamo";2;-;2
"350490 Bananal";1;-;1
"350500 Barão de Antonina";1;-;1
"350510 Barbosa";1;-;1
"350520 Bariri";1;1;2
"350530 Barra Bonita";4;2;6
"350540 Barra do Turvo";1;-;1
"350550 Barretos";35;3;38
"350560 Barrinha";1;-;1
"350570 Barueri";44;7;51
"350580 Bastos";2;1;3
"350590 Batatais";11;9;20
"350600 Bauru";105;36;141
"350610 Bebedouro";15;9;24
"350620 Bento de Abreu";1;-;1
"350630 Bernardino de Campos";3;-;3
"350635 Bertioga";6;2;8
"350640 Bilac";1;-;1
"350650 Birigui";8;6;14
"350660 Biritiba-Mirim";1;-;1
"350670 Boa Esperança do Sul";2;-;2
"350680 Bocaina";2;-;2
"350690 Bofete";2;-;2
"350700 Boituva";1;3;4
"350710 Bom Jesus dos Perdões";3;-;3
"350715 Bom Sucesso de Itararé";1;-;1
"350720 Borá";1;-;1
"350730 Boracéia";1;-;1
"350740 Borborema";3;1;4
"350745 Borebi";1;-;1
"350750 Botucatu";48;37;85
"350760 Bragança Paulista";25;15;40
"350775 Brejo Alegre";1;-;1
"350780 Brodowski";4;-;4
"350790 Brotas";3;1;4
"350800 Buri";3;-;3
"350810 Buritama";2;-;2
"350820 Buritizal";1;-;1
"350830 Cabrália Paulista";1;-;1
"350840 Cabreúva";4;-;4
"350850 Caçapava";5;23;28
"350860 Cachoeira Paulista";13;2;15
"350870 Caconde";5;-;5
"350880 Cafelândia";3;2;5
"350890 Caiabu";1;-;1
"350900 Caieiras";9;9;18
"350910 Caiuá";2;-;2
"350920 Cajamar";9;1;10
"350925 Cajati";1;2;3
"350930 Cajobi";2;1;3
"350940 Cajuru";5;1;6
"350945 Campina do Monte Alegre";1;-;1
"350950 Campinas";215;166;381
"350960 Campo Limpo Paulista";8;-;8
"350970 Campos do Jordão";6;-;6
"350980 Campos Novos Paulista";1;-;1
"350990 Cananéia";1;-;1
"350995 Canas";1;-;1
"351000 Cândido Mota";9;5;14
"351010 Cândido Rodrigues";1;-;1
"351015 Canitar";1;-;1
"351020 Capão Bonito";4;2;6
"351030 Capela do Alto";3;-;3
"351040 Capivari";11;8;19
"351050 Caraguatatuba";13;7;20
"351060 Carapicuíba";33;3;36
"351070 Cardoso";2;-;2
"351080 Casa Branca";29;2;31
"351090 Cássia dos Coqueiros";1;-;1
"351100 Castilho";1;-;1
"351110 Catanduva";26;12;38
"351120 Catiguá";1;-;1
"351130 Cedral";1;-;1
"351140 Cerqueira César";3;3;6
"351150 Cerquilho";3;11;14
"351160 Cesário Lange";1;-;1
"351170 Charqueada";-;1;1
"355720 Chavantes";1;-;1
"351190 Clementina";1;-;1
"351200 Colina";3;1;4
"351210 Colômbia";2;-;2
"351220 Conchal";6;1;7
"351230 Conchas";3;-;3
"351240 Cordeirópolis";6;-;6
"351260 Coronel Macedo";1;-;1
"351270 Corumbataí";1;-;1
"351280 Cosmópolis";9;-;9
"351290 Cosmorama";1;-;1
"351300 Cotia";13;5;18
"351310 Cravinhos";5;1;6
"351320 Cristais Paulista";1;-;1
"351330 Cruzália";2;-;2
"351340 Cruzeiro";16;27;43
"351350 Cubatão";17;15;32
"351360 Cunha";2;-;2
"351370 Descalvado";7;6;13
"351380 Diadema";42;9;51
"351385 Dirce Reis";1;-;1
"351390 Divinolândia";4;-;4
"351410 Dois Córregos";2;-;2
"351420 Dolcinópolis";1;-;1
"351430 Dourado";1;-;1
"351440 Dracena";13;5;18
"351450 Duartina";5;-;5
"351460 Dumont";1;-;1
"351470 Echaporã";1;-;1
"351490 Elias Fausto";3;-;3
"351492 Elisiário";1;-;1
"351495 Embaúba";1;-;1
"351500 Embu das Artes";20;2;22
"351510 Embu-Guaçu";4;3;7
"351512 Emilianópolis";1;-;1
"351515 Engenheiro Coelho";1;1;2
"351518 Espírito Santo do Pinhal";9;5;14
"351519 Espírito Santo do Turvo";1;-;1
"355730 Estiva Gerbi";2;-;2
"351520 Estrela d'Oeste";3;1;4
"351530 Estrela do Norte";1;-;1
"351535 Euclides da Cunha Paulista";1;-;1
"351540 Fartura";1;2;3
"351560 Fernando Prestes";1;-;1
"351550 Fernandópolis";9;29;38
"351565 Fernão";1;-;1
"351570 Ferraz de Vasconcelos";18;1;19
"351580 Flora Rica";2;-;2
"351590 Floreal";1;-;1
"351600 Flórida Paulista";1;2;3
"351610 Florínia";1;-;1
"351620 Franca";45;52;97
"351630 Francisco Morato";13;-;13
"351640 Franco da Rocha";78;2;80
"351650 Gabriel Monteiro";1;-;1
"351660 Gália";2;-;2
"351670 Garça";11;2;13
"351680 Gastão Vidigal";1;-;1
"351685 Gavião Peixoto";1;-;1
"351690 General Salgado";1;1;2
"351700 Getulina";2;-;2
"351710 Glicério";1;-;1
"351720 Guaiçara";1;-;1
"351730 Guaimbê";1;-;1
"351740 Guaíra";4;2;6
"351750 Guapiaçu";3;-;3
"351760 Guapiara";1;-;1
"351770 Guará";4;2;6
"351780 Guaraçaí";1;-;1
"351790 Guaraci";2;-;2
"351800 Guarani d'Oeste";1;-;1
"351820 Guararapes";3;1;4
"351830 Guararema";3;-;3
"351840 Guaratinguetá";15;14;29
"351850 Guareí";3;-;3
"351860 Guariba";13;-;13
"351870 Guarujá";27;9;36
"351880 Guarulhos";120;46;166
"351885 Guatapará";1;-;1
"351890 Guzolândia";1;-;1
"351900 Herculândia";3;-;3
"351905 Holambra";1;-;1
"351907 Hortolândia";29;1;30
"351910 Iacanga";2;1;3
"351925 Iaras";2;-;2
"351930 Ibaté";2;-;2
"351940 Ibirá";1;-;1
"351950 Ibirarema";1;-;1
"351960 Ibitinga";3;1;4
"351970 Ibiúna";4;2;6
"351980 Icém";1;-;1
"351990 Iepê";1;-;1
"352000 Igaraçu do Tietê";1;-;1
"352010 Igarapava";4;4;8
"352020 Igaratá";1;-;1
"352030 Iguape";1;-;1
"352042 Ilha Comprida";1;-;1
"352044 Ilha Solteira";4;8;12
"352040 Ilhabela";3;1;4
"352050 Indaiatuba";23;20;43
"352060 Indiana";1;-;1
"352070 Indiaporã";2;-;2
"352080 Inúbia Paulista";1;-;1
"352090 Ipaussu";2;-;2
"352100 Iperó";5;1;6
"352110 Ipeúna";1;-;1
"352115 Ipiguá";1;-;1
"352130 Ipuã";4;-;4
"352140 Iracemápolis";3;-;3
"352150 Irapuã";1;-;1
"352160 Irapuru";7;-;7
"352170 Itaberá";3;-;3
"352180 Itaí";3;-;3
"352190 Itajobi";4;-;4
"352200 Itaju";1;-;1
"352210 Itanhaém";9;-;9
"352220 Itapecerica da Serra";20;3;23
"352230 Itapetininga";20;8;28
"352240 Itapeva";8;8;16
"352250 Itapevi";19;3;22
"352260 Itapira";18;15;33
"352270 Itápolis";8;2;10
"352280 Itaporanga";1;-;1
"352290 Itapuí";1;-;1
"352310 Itaquaquecetuba";9;-;9
"352320 Itararé";4;-;4
"352340 Itatiba";16;9;25
"352350 Itatinga";1;2;3
"352360 Itirapina";6;-;6
"352370 Itirapuã";1;-;1
"352380 Itobi";2;-;2
"352390 Itu";23;8;31
"352400 Itupeva";8;1;9
"352410 Ituverava";7;5;12
"352420 Jaborandi";2;-;2
"352430 Jaboticabal";14;5;19
"352440 Jacareí";34;38;72
"352450 Jaci";8;-;8
"352460 Jacupiranga";-;2;2
"352470 Jaguariúna";5;3;8
"352480 Jales";11;12;23
"352500 Jandira";9;5;14
"352510 Jardinópolis";6;-;6
"352520 Jarinu";2;-;2
"352530 Jaú";29;17;46
"352540 Jeriquara";1;-;1
"352550 Joanópolis";1;1;2
"352560 João Ramalho";2;-;2
"352570 José Bonifácio";2;1;3
"352580 Júlio Mesquita";1;-;1
"352590 Jundiaí";64;147;211
"352600 Junqueirópolis";4;-;4
"352610 Juquiá";2;1;3
"352620 Juquitiba";2;-;2
"352630 Lagoinha";1;-;1
"352640 Laranjal Paulista";3;3;6
"352650 Lavínia";5;-;5
"352670 Leme";10;1;11
"352680 Lençóis Paulista";9;3;12
"352690 Limeira";47;18;65
"352700 Lindóia";1;-;1
"352710 Lins";18;15;33
"352720 Lorena";15;9;24
"352730 Louveira";6;-;6
"352740 Lucélia";3;-;3
"352760 Luís Antônio";3;-;3
"352790 Lutécia";1;-;1
"352800 Macatuba";4;1;5
"352810 Macaubal";1;-;1
"352820 Macedônia";1;-;1
"352830 Magda";1;-;1
"352840 Mairinque";4;1;5
"352850 Mairiporã";9;3;12
"352870 Marabá Paulista";1;-;1
"352880 Maracaí";5;-;5
"352900 Marília";58;31;89
"352910 Marinópolis";1;-;1
"352920 Martinópolis";15;-;15
"352930 Matão";17;7;24
"352940 Mauá";43;14;57
"352950 Mendonça";1;-;1
"352960 Meridiano";1;-;1
"352965 Mesópolis";2;-;2
"352970 Miguelópolis";8;-;8
"352980 Mineiros do Tietê";2;-;2
"353000 Mira Estrela";1;-;1
"352990 Miracatu";2;-;2
"353010 Mirandópolis";5;2;7
"353020 Mirante do Paranapanema";2;-;2
"353030 Mirassol";14;3;17
"353040 Mirassolândia";1;-;1
"353050 Mococa";10;13;23
"353060 Mogi das Cruzes";28;22;50
"353070 Mogi Guaçu";18;13;31
"353080 Mogi Mirim";21;7;28
"353100 Monções";1;-;1
"353110 Mongaguá";8;-;8
"353120 Monte Alegre do Sul";1;2;3
"353130 Monte Alto";11;20;31
"353140 Monte Aprazível";2;-;2
"353150 Monte Azul Paulista";2;3;5
"353160 Monte Castelo";1;-;1
"353180 Monte Mor";4;-;4
"353170 Monteiro Lobato";1;-;1
"353190 Morro Agudo";4;5;9
"353200 Morungaba";1;-;1
"353215 Nantes";2;-;2
"353220 Narandiba";1;-;1
"353230 Natividade da Serra";1;-;1
"353240 Nazaré Paulista";1;2;3
"353250 Neves Paulista";1;-;1
"353260 Nhandeara";5;1;6
"353270 Nipoã";1;-;1
"353280 Nova Aliança";1;-;1
"353282 Nova Campina";1;-;1
"353286 Nova Castilho";1;-;1
"353290 Nova Europa";2;-;2
"353300 Nova Granada";4;1;5
"353310 Nova Guataporanga";1;-;1
"353320 Nova Independência";1;-;1
"353330 Nova Luzitânia";1;-;1
"353340 Nova Odessa";3;3;6
"353325 Novais";1;-;1
"353350 Novo Horizonte";6;4;10
"353380 Óleo";1;-;1
"353390 Olímpia";7;3;10
"353400 Onda Verde";2;-;2
"353410 Oriente";-;2;2
"353420 Orindiúva";3;-;3
"353430 Orlândia";5;8;13
"353440 Osasco";42;74;116
"353450 Oscar Bressane";1;-;1
"353460 Osvaldo Cruz";5;2;7
"353470 Ourinhos";21;21;42
"353480 Ouro Verde";1;-;1
"353475 Ouroeste";2;-;2
"353490 Pacaembu";3;1;4
"353500 Palestina";2;1;3
"353520 Palmeira d'Oeste";1;-;1
"353530 Palmital";6;-;6
"353540 Panorama";1;1;2
"353550 Paraguaçu Paulista";12;2;14
"353560 Paraibuna";3;-;3
"353570 Paraíso";1;-;1
"353580 Paranapanema";1;-;1
"353590 Paranapuã";1;-;1
"353600 Parapuã";2;-;2
"353610 Pardinho";1;-;1
"353620 Pariquera-Açu";3;-;3
"353625 Parisi";1;-;1
"353630 Patrocínio Paulista";2;-;2
"353640 Paulicéia";1;-;1
"353650 Paulínia";17;9;26
"353670 Pederneiras";6;-;6
"353680 Pedra Bela";1;-;1
"353690 Pedranópolis";1;-;1
"353700 Pedregulho";1;-;1
"353710 Pedreira";7;7;14
"353715 Pedrinhas Paulista";2;-;2
"353720 Pedro de Toledo";1;-;1
"353730 Penápolis";12;7;19
"353740 Pereira Barreto";2;3;5
"353750 Pereiras";1;-;1
"353760 Peruíbe";4;6;10
"353770 Piacatu";1;-;1
"353780 Piedade";5;6;11
"353790 Pilar do Sul";5;-;5
"353800 Pindamonhangaba";9;5;14
"353810 Pindorama";3;-;3
"353820 Pinhalzinho";2;-;2
"353860 Piracaia";5;-;5
"353870 Piracicaba";33;54;87
"353880 Piraju";3;2;5
"353890 Pirajuí";7;2;9
"353900 Pirangi";1;-;1
"353910 Pirapora do Bom Jesus";2;-;2
"353920 Pirapozinho";5;-;5
"353930 Pirassununga";13;4;17
"353940 Piratininga";2;1;3
"353950 Pitangueiras";10;3;13
"353960 Planalto";1;-;1
"353970 Platina";1;-;1
"353980 Poá";9;2;11
"353990 Poloni";1;1;2
"354000 Pompéia";4;12;16
"354010 Pongaí";1;-;1
"354020 Pontal";3;1;4
"354025 Pontalinda";1;-;1
"354050 Porangaba";1;-;1
"354060 Porto Feliz";2;5;7
"354070 Porto Ferreira";2;3;5
"354075 Potim";4;-;4
"354080 Potirendaba";1;-;1
"354085 Pracinha";2;-;2
"354090 Pradópolis";1;-;1
"354100 Praia Grande";20;9;29
"354105 Pratânia";1;-;1
"354120 Presidente Bernardes";9;1;10
"354130 Presidente Epitácio";5;1;6
"354140 Presidente Prudente";48;39;87
"354150 Presidente Venceslau";9;-;9
"354160 Promissão";5;1;6
"354165 Quadra";1;-;1
"354170 Quatá";3;3;6
"354180 Queiroz";1;-;1
"354190 Queluz";2;-;2
"354200 Quintana";1;-;1
"354210 Rafard";1;-;1
"354220 Rancharia";9;-;9
"354230 Redenção da Serra";1;-;1
"354240 Regente Feijó";3;1;4
"354250 Reginópolis";2;-;2
"354260 Registro";9;2;11
"354270 Restinga";1;-;1
"354290 Ribeirão Bonito";1;1;2
"354300 Ribeirão Branco";1;-;1
"354310 Ribeirão Corrente";2;-;2
"354320 Ribeirão do Sul";1;-;1
"354323 Ribeirão dos Índios";1;-;1
"354330 Ribeirão Pires";24;16;40
"354340 Ribeirão Preto";115;109;224
"354380 Rinópolis";1;-;1
"354390 Rio Claro";30;19;49
"354400 Rio das Pedras";2;1;3
"354410 Rio Grande da Serra";4;2;6
"354420 Riolândia";3;-;3
"354350 Riversul";1;-;1
"354425 Rosana";2;3;5
"354430 Roseira";1;1;2
"354440 Rubiácea";1;-;1
"354450 Rubinéia";1;-;1
"354480 Sales";2;-;2
"354500 Salesópolis";1;-;1
"354515 Saltinho";1;-;1
"354520 Salto";12;8;20
"354530 Salto de Pirapora";9;2;11
"354540 Salto Grande";1;-;1
"354550 Sandovalina";1;-;1
"354560 Santa Adélia";5;-;5
"354570 Santa Albertina";1;-;1
"354580 Santa Bárbara d'Oeste";9;4;13
"354600 Santa Branca";1;-;1
"354625 Santa Cruz da Esperança";1;-;1
"354630 Santa Cruz das Palmeiras";3;2;5
"354640 Santa Cruz do Rio Pardo";7;4;11
"354650 Santa Ernestina";1;-;1
"354660 Santa Fé do Sul";9;4;13
"354670 Santa Gertrudes";3;3;6
"354680 Santa Isabel";7;1;8
"354690 Santa Lúcia";2;-;2
"354710 Santa Mercedes";1;-;1
"354750 Santa Rita do Passa Quatro";14;2;16
"354760 Santa Rosa de Viterbo";2;2;4
"354765 Santa Salete";1;-;1
"354730 Santana de Parnaíba";28;-;28
"354770 Santo Anastácio";2;4;6
"354780 Santo André";84;88;172
"354790 Santo Antônio da Alegria";2;-;2
"354800 Santo Antônio de Posse";3;1;4
"354805 Santo Antônio do Aracanguá";1;-;1
"354810 Santo Antônio do Jardim";1;-;1
"354820 Santo Antônio do Pinhal";1;-;1
"354830 Santo Expedito";1;-;1
"354850 Santos";93;114;207
"354860 São Bento do Sapucaí";2;-;2
"354870 São Bernardo do Campo";86;107;193
"354880 São Caetano do Sul";45;52;97
"354890 São Carlos";31;15;46
"354900 São Francisco";1;-;1
"354910 São João da Boa Vista";17;28;45
"354920 São João das Duas Pontes";1;-;1
"354925 São João de Iracema";1;-;1
"354930 São João do Pau d'Alho";1;-;1
"354940 São Joaquim da Barra";2;6;8
"354960 São José do Barreiro";1;-;1
"354970 São José do Rio Pardo";9;5;14
"354980 São José do Rio Preto";109;61;170
"354990 São José dos Campos";65;234;299
"354995 São Lourenço da Serra";1;-;1
"355000 São Luís do Paraitinga";1;-;1
"355010 São Manuel";3;4;7
"355020 São Miguel Arcanjo";5;-;5
"355030 São Paulo";1631;1002;2633
"355040 São Pedro";4;4;8
"355060 São Roque";4;15;19
"355070 São Sebastião";19;1;20
"355080 São Sebastião da Grama";3;-;3
"355090 São Simão";4;-;4
"355100 São Vicente";31;10;41
"355110 Sarapuí";1;-;1
"355120 Sarutaiá";1;-;1
"355140 Serra Azul";6;-;6
"355160 Serra Negra";5;2;7
"355150 Serrana";7;-;7
"355170 Sertãozinho";9;21;30
"355180 Sete Barras";1;-;1
"355190 Severínia";2;-;2
"355200 Silveiras";1;-;1
"355210 Socorro";4;2;6
"355220 Sorocaba";63;45;108
"355230 Sud Mennucci";4;-;4
"355240 Sumaré";19;4;23
"355255 Suzanápolis";1;-;1
"355250 Suzano";23;7;30
"355260 Tabapuã";2;-;2
"355270 Tabatinga";1;1;2
"355280 Taboão da Serra";26;4;30
"355290 Taciba";1;-;1
"355310 Taiaçu";1;1;2
"355320 Taiúva";1;-;1
"355330 Tambaú";2;2;4
"355340 Tanabi";2;-;2
"355350 Tapiraí";1;-;1
"355360 Tapiratiba";1;1;2
"355365 Taquaral";1;-;1
"355370 Taquaritinga";9;4;13
"355380 Taquarituba";3;-;3
"355390 Tarabai";1;-;1
"355395 Tarumã";2;-;2
"355400 Tatuí";13;22;35
"355410 Taubaté";45;43;88
"355420 Tejupá";1;-;1
"355430 Teodoro Sampaio";1;1;2
"355450 Tietê";2;7;9
"355460 Timburi";1;-;1
"355475 Trabiju";1;-;1
"355480 Tremembé";16;-;16
"355490 Três Fronteiras";1;-;1
"355495 Tuiuti";1;-;1
"355500 Tupã";15;-;15
"355510 Tupi Paulista";5;1;6
"355520 Turiúba";1;-;1
"355535 Ubarana";1;-;1
"355540 Ubatuba";11;3;14
"355550 Ubirajara";-;1;1
"355560 Uchoa";1;-;1
"355580 Urânia";1;-;1
"355600 Urupês";2;-;2
"355610 Valentim Gentil";2;-;2
"355620 Valinhos";10;2;12
"355630 Valparaíso";7;2;9
"355640 Vargem Grande do Sul";3;4;7
"355645 Vargem Grande Paulista";4;10;14
"355650 Várzea Paulista";10;-;10
"355660 Vera Cruz";-;1;1
"355670 Vinhedo";10;16;26
"355680 Viradouro";3;2;5
"355700 Votorantim";3;1;4
"355710 Votuporanga";12;8;20
"Total";6099;3845;9944
&
"Município";"Sim";"Não";"Total"
"350010 Adamantina";6;3;9
"350020 Adolfo";1;-;1
"350030 Aguaí";4;4;8
"350040 Águas da Prata";1;-;1
