"Município";"Federal";"Estadual";"Municipal";"Privada";"Total"
"354040 Populina";-;-;2;1;3
"354050 Porangaba";-;-;3;2;5
"354060 Porto Feliz";-;-;9;17;26
"354070 Porto Ferreira";-;-;10;17;27
"354075 Potim";-;-;3;-;3
"354080 Potirendaba";-;-;7;8;15
"354085 Pracinha";-;1;1;-;2
"354090 Pradópolis";-;-;6;2;8
"354100 Praia Grande";-;-;37;45;82
"354105 Pratânia";-;-;2;2;4
"354110 Presidente Alves";-;-;2;1;3
"354120 Presidente Bernardes";-;-;7;6;13
"354130 Presidente Epitácio";-;-;11;13;24
"354140 Presidente Prudente";-;9;32;229;270
"354150 Presidente Venceslau";-;-;12;23;35
"354160 Promissão";-;1;15;4;20
"354165 Quadra";-;-;1;-;1
"354170 Quatá";-;-;5;3;8
"354180 Queiroz";-;-;1;-;1
"354190 Queluz";-;-;3;-;3
"354200 Quintana";-;-;3;-;3
"354210 Rafard";-;-;3;-;3
"354220 Rancharia";-;-;9;12;21
"354230 Redenção da Serra";-;-;2;-;2
"354240 Regente Feijó";-;-;7;3;10
"354250 Reginópolis";-;2;1;-;3
"354260 Registro";-;3;16;48;67
"354270 Restinga";-;-;3;-;3
"354280 Ribeira";-;-;4;-;4
"354290 Ribeirão Bonito";-;-;5;1;6
"354300 Ribeirão Branco";-;-;10;1;11
"354310 Ribeirão Corrente";-;-;2;-;2
"354320 Ribeirão do Sul";-;-;1;-;1
"354323 Ribeirão dos Índios";-;-;1;-;1
"354325 Ribeirão Grande";-;-;4;-;4
"354330 Ribeirão Pires";-;-;17;47;64
"354340 Ribeirão Preto";-;15;58;369;442
"354360 Rifaina";-;-;1;-;1
"354370 Rincão";-;-;4;-;4
"354380 Rinópolis";-;-;3;1;4
"354390 Rio Claro";-;2;25;117;144
"354400 Rio das Pedras";-;-;6;50;56
"354410 Rio Grande da Serra";-;-;9;1;10
"354420 Riolândia";-;1;1;1;3
"354350 Riversul";-;-;4;1;5
"354425 Rosana";-;-;8;5;13
"354430 Roseira";-;-;1;-;1
"354440 Rubiácea";-;-;5;-;5
"354450 Rubinéia";-;-;2;-;2
"354460 Sabino";-;-;1;-;1
"354470 Sagres";-;-;1;-;1
"354480 Sales";-;-;1;-;1
"354490 Sales Oliveira";-;-;4;2;6
"354500 Salesópolis";-;-;5;1;6
"354510 Salmourão";-;-;1;-;1
"354515 Saltinho";-;-;1;-;1
"354520 Salto";-;-;22;24;46
"354530 Salto de Pirapora";-;-;11;8;19
"354540 Salto Grande";-;-;2;1;3
"354550 Sandovalina";-;-;2;-;2
"354560 Santa Adélia";-;-;5;3;8
"354570 Santa Albertina";-;-;2;4;6
"354580 Santa Bárbara d'Oeste";-;1;17;37;55
"354600 Santa Branca";-;-;9;3;12
"354610 Santa Clara d'Oeste";-;-;2;-;2
"354620 Santa Cruz da Conceição";-;-;4;-;4
"354625 Santa Cruz da Esperança";-;-;1;-;1
"354630 Santa Cruz das Palmeiras";-;-;4;43;47
"354640 Santa Cruz do Rio Pardo";-;-;13;9;22
"354650 Santa Ernestina";-;-;1;-;1
"354660 Santa Fé do Sul";-;1;10;43;54
"354670 Santa Gertrudes";-;-;5;25;30
"354680 Santa Isabel";-;-;15;5;20
"354690 Santa Lúcia";-;-;3;-;3
"354700 Santa Maria da Serra";-;-;2;1;3
"354710 Santa Mercedes";-;-;2;-;2
"354740 Santa Rita d'Oeste";-;-;1;-;1
"354750 Santa Rita do Passa Quatro";-;2;8;21;31
"354760 Santa Rosa de Viterbo";-;-;4;13;17
"354765 Santa Salete";-;-;1;-;1
"354720 Santana da Ponte Pensa";-;-;1;-;1
"354730 Santana de Parnaíba";-;-;17;2;19
"354770 Santo Anastácio";-;-;7;10;17
"354780 Santo André";-;6;59;408;473
"354790 Santo Antônio da Alegria";-;-;4;-;4
"354800 Santo Antônio de Posse";-;-;7;1;8
"354805 Santo Antônio do Aracanguá";-;-;3;-;3
"354810 Santo Antônio do Jardim";-;-;1;-;1
"354820 Santo Antônio do Pinhal";-;-;6;-;6
"354830 Santo Expedito";-;-;1;-;1
"354840 Santópolis do Aguapeí";-;-;1;-;1
"354850 Santos";-;6;63;878;947
"354860 São Bento do Sapucaí";-;-;7;3;10
"354870 São Bernardo do Campo";-;-;48;300;348
"354880 São Caetano do Sul";-;1;22;275;298
"354890 São Carlos";1;1;28;39;69
"354900 São Francisco";-;-;1;-;1
"354910 São João da Boa Vista";-;5;20;101;126
"354920 São João das Duas Pontes";-;-;1;-;1
"354925 São João de Iracema";-;-;2;-;2
"354930 São João do Pau d'Alho";-;-;1;1;2
"354940 São Joaquim da Barra";-;2;10;64;76
"354950 São José da Bela Vista";-;-;3;4;7
"354960 São José do Barreiro";-;-;4;-;4
"354970 São José do Rio Pardo";-;-;14;18;32
"354980 São José do Rio Preto";-;8;52;341;401
"354990 São José dos Campos";-;6;70;438;514
"354995 São Lourenço da Serra";-;-;3;-;3
"355000 São Luís do Paraitinga";-;-;4;3;7
"355010 São Manuel";-;-;9;12;21
"355020 São Miguel Arcanjo";-;-;11;4;15
"355030 São Paulo";5;104;659;5283;6051
"355040 São Pedro";-;-;7;11;18
"355050 São Pedro do Turvo";-;-;3;-;3
"355060 São Roque";-;-;13;75;88
"355070 São Sebastião";-;-;31;76;107
"355080 São Sebastião da Grama";-;-;8;11;19
"355090 São Simão";-;-;6;22;28
"355100 São Vicente";-;-;42;117;159
"355110 Sarapuí";-;-;4;1;5
"355120 Sarutaiá";-;-;1;-;1
"355130 Sebastianópolis do Sul";-;-;1;-;1
"355140 Serra Azul";-;2;2;1;5
"355160 Serra Negra";-;-;9;17;26
"355150 Serrana";-;-;10;3;13
"355170 Sertãozinho";-;-;13;35;48
"355180 Sete Barras";-;-;8;-;8
"355190 Severínia";-;-;4;2;6
"355200 Silveiras";-;-;4;-;4
"355210 Socorro";-;-;13;9;22
"355220 Sorocaba";-;9;51;192;252
"355230 Sud Mennucci";-;-;6;1;7
"355240 Sumaré";-;2;22;55;79
"355255 Suzanápolis";-;-;1;-;1
"355250 Suzano";-;3;20;61;84
"355260 Tabapuã";-;-;4;2;6
"355270 Tabatinga";-;-;6;13;19
"355280 Taboão da Serra";-;1;21;33;55
"355290 Taciba";-;-;4;-;4
"355300 Taguaí";-;-;2;7;9
"355310 Taiaçu";-;-;1;4;5
"355320 Taiúva";-;-;3;6;9
"355330 Tambaú";-;-;7;22;29
"355340 Tanabi";-;-;8;12;20
"355350 Tapiraí";-;-;2;1;3
"355360 Tapiratiba";-;-;5;3;8
"355365 Taquaral";-;-;1;-;1
"355370 Taquaritinga";-;-;18;29;47
"355380 Taquarituba";-;-;6;4;10
"355385 Taquarivaí";-;-;3;-;3
"355390 Tarabai";-;-;1;-;1
"355395 Tarumã";-;-;10;1;11
"355400 Tatuí";-;-;26;155;181
"355410 Taubaté";-;7;72;250;329
"355420 Tejupá";-;-;3;-;3
"355430 Teodoro Sampaio";-;-;11;3;14
"355440 Terra Roxa";-;-;4;4;8
"355450 Tietê";-;-;12;44;56
"355460 Timburi";-;-;1;-;1
"355465 Torre de Pedra";-;-;1;-;1
"355470 Torrinha";-;-;2;1;3
"355475 Trabiju";-;-;1;-;1
"355480 Tremembé";-;-;8;7;15
"355490 Três Fronteiras";-;-;3;-;3
"355495 Tuiuti";-;-;2;-;2
"355500 Tupã";-;-;17;17;34
"355510 Tupi Paulista";-;-;7;3;10
"355520 Turiúba";-;-;3;-;3
"355530 Turmalina";-;-;2;-;2
"355535 Ubarana";-;-;1;-;1
"355540 Ubatuba";-;-;26;13;39
"355550 Ubirajara";-;-;1;-;1
"355560 Uchoa";-;-;3;4;7
"355570 União Paulista";-;-;2;-;2
"355580 Urânia";-;-;2;2;4
"355590 Uru";-;-;1;-;1
"355600 Urupês";-;-;4;3;7
"355610 Valentim Gentil";-;-;2;1;3
"355620 Valinhos";-;-;21;145;166
"355630 Valparaíso";-;2;3;1;6
"355635 Vargem";-;-;1;-;1
"355640 Vargem Grande do Sul";-;-;8;8;16
"355645 Vargem Grande Paulista";-;-;7;3;10
"355650 Várzea Paulista";-;-;16;6;22
"355660 Vera Cruz";-;-;3;1;4
"355670 Vinhedo";-;-;11;155;166
"355680 Viradouro";-;-;8;14;22
"355690 Vista Alegre do Alto";-;-;3;3;6
"355695 Vitória Brasil";-;-;1;-;1
"355700 Votorantim";-;-;27;13;40
"355710 Votuporanga";-;2;15;90;107
"355715 Zacarias";-;-;1;-;1
"Total";8;434;6185;19901;26528
&
"Município";"Federal";"Estadual";"Municipal";"Privada";"Total"
"350010 Adamantina";-;1;6;18;25
"350020 Adolfo";-;-;1;-;1
"350030 Aguaí";-;-;12;12;24
"350040 Águas da Prata";-;-;3;1;4
"350050 Águas de Lindóia";-;-;6;8;14
"350055 Águas de Santa Bárbara";-;-;2;4;6
"350060 Águas de São Pedro";-;-;3;-;3
"350070 Agudos";-;-;5;3;8
"350075 Alambari";-;-;7;-;7
"350080 Alfredo Marcondes";-;-;1;-;1
"350090 Altair";-;-;3;-;3
"350100 Altinópolis";-;-;11;10;21
"350110 Alto Alegre";-;-;5;-;5
"350115 Alumínio";-;-;5;1;6
"350120 Álvares Florence";-;-;2;-;2
"350130 Álvares Machado";-;-;7;5;12
"350140 Álvaro de Carvalho";-;1;1;-;2
"350150 Alvinlândia";-;-;1;-;1
"350160 Americana";-;1;29;275;305
"350170 Américo Brasiliense";-;1;2;-;3
"350180 Américo de Campos";-;-;2;-;2
"350190 Amparo";-;-;20;118;138
"350200 Analândia";-;-;1;-;1
"350210 Andradina";-;3;12;7;22
"350220 Angatuba";-;-;15;2;17
"350230 Anhembi";-;-;2;1;3
"350240 Anhumas";-;-;2;-;2
"350250 Aparecida";-;-;9;3;12
"350260 Aparecida d'Oeste";-;-;1;2;3
"350270 Apiaí";-;-;14;4;18
"350275 Araçariguama";-;-;1;-;1
"350280 Araçatuba";-;8;50;82;140
"350290 Araçoiaba da Serra";-;-;7;1;8
"350300 Aramina";-;-;3;-;3
"350310 Arandu";-;-;3;1;4
"350315 Arapeí";-;-;1;1;2
"350320 Araraquara";-;10;54;63;127
"350330 Araras";-;-;28;135;163
"350335 Arco-Íris";-;-;1;-;1
"350340 Arealva";-;-;3;1;4
"350350 Areias";-;-;1;-;1
"350360 Areiópolis";-;-;5;8;13
"350370 Ariranha";-;-;2;2;4
"350380 Artur Nogueira";-;-;13;6;19
"350390 Arujá";-;-;8;10;18
"350395 Aspásia";-;-;1;-;1
"350400 Assis";-;3;26;50;79
"350410 Atibaia";-;-;23;181;204
"350420 Auriflama";-;-;3;3;6
"350430 Avaí";-;-;1;-;1
"350440 Avanhandava";-;1;8;1;10
"350450 Avaré";-;7;14;15;36
"350460 Bady Bassitt";-;-;2;3;5
"350470 Balbinos";-;-;1;-;1
"350480 Bálsamo";-;-;2;-;2
"350490 Bananal";-;-;6;1;7
"350500 Barão de Antonina";-;-;3;-;3
"350510 Barbosa";-;-;1;-;1
"350520 Bariri";-;-;5;12;17
"350530 Barra Bonita";-;-;5;7;12
"350535 Barra do Chapéu";-;-;3;-;3
"350540 Barra do Turvo";-;-;5;-;5
"350550 Barretos";-;2;21;74;97
"350560 Barrinha";-;-;6;1;7
"350570 Barueri";-;-;26;46;72
"350580 Bastos";-;-;5;7;12
"350590 Batatais";-;1;12;139;152
"350600 Bauru";-;16;36;97;149
"350610 Bebedouro";-;-;22;15;37
"350620 Bento de Abreu";-;-;5;-;5
"350630 Bernardino de Campos";-;-;4;1;5
"350635 Bertioga";-;-;7;4;11
"350640 Bilac";-;-;1;3;4
"350650 Birigui";-;1;19;12;32
"350660 Biritiba-Mirim";-;-;8;3;11
"350670 Boa Esperança do Sul";-;-;5;1;6
"350680 Bocaina";-;-;3;3;6
"350690 Bofete";-;-;1;-;1
"350700 Boituva";-;-;6;23;29
"350710 Bom Jesus dos Perdões";-;-;4;3;7
"350715 Bom Sucesso de Itararé";-;-;2;-;2
"350720 Borá";-;-;1;-;1
"350730 Boracéia";-;-;1;-;1
"350740 Borborema";-;-;7;2;9
"350745 Borebi";-;-;1;-;1
"350750 Botucatu";-;11;22;84;117
"350760 Bragança Paulista";-;3;31;56;90
"350770 Braúna";-;-;6;-;6
"350775 Brejo Alegre";-;-;3;-;3
"350780 Brodowski";-;-;7;2;9
"350790 Brotas";-;-;6;4;10
"350800 Buri";-;-;9;3;12
"350810 Buritama";-;-;10;3;13
"350820 Buritizal";-;-;2;1;3
"350830 Cabrália Paulista";-;-;1;-;1
"350840 Cabreúva";-;-;8;1;9
"350850 Caçapava";-;-;9;79;88
"350860 Cachoeira Paulista";-;-;12;9;21
"350870 Caconde";-;-;3;3;6
"350880 Cafelândia";-;-;3;5;8
"350890 Caiabu";-;-;2;-;2
"350900 Caieiras";-;-;15;10;25
"350910 Caiuá";-;-;4;-;4
"350920 Cajamar";-;-;13;7;20
"350925 Cajati";-;-;8;1;9
"350930 Cajobi";-;-;4;3;7
"350940 Cajuru";-;-;17;13;30
"350945 Campina do Monte Alegre";-;-;3;-;3
"350950 Campinas";-;13;79;251;343
"350960 Campo Limpo Paulista";-;-;12;10;22
"350970 Campos do Jordão";-;-;12;8;20
"350980 Campos Novos Paulista";-;-;1;-;1
"350990 Cananéia";-;-;4;-;4
"350995 Canas";-;-;1;-;1
"351000 Cândido Mota";-;-;10;28;38
"351010 Cândido Rodrigues";-;-;1;-;1
"351015 Canitar";-;-;2;-;2
"351020 Capão Bonito";-;-;17;6;23
"351030 Capela do Alto";-;-;4;-;4
"351040 Capivari";-;-;9;76;85
"351050 Caraguatatuba";-;1;31;34;66
"351060 Carapicuíba";-;1;20;13;34
"351070 Cardoso";-;-;3;5;8
"351080 Casa Branca";-;6;7;28;41
"351090 Cássia dos Coqueiros";-;-;3;-;3
"351100 Castilho";-;-;2;2;4
"351110 Catanduva";-;-;30;118;148
"351120 Catiguá";-;-;2;-;2
"351130 Cedral";-;-;2;1;3
"351140 Cerqueira César";-;-;5;3;8
"351150 Cerquilho";-;-;12;65;77
"351160 Cesário Lange";-;-;4;2;6
"351170 Charqueada";-;-;5;2;7
"355720 Chavantes";-;-;3;2;5
"351190 Clementina";-;-;4;2;6
"351200 Colina";-;-;8;31;39
"351210 Colômbia";-;-;5;2;7
"351220 Conchal";-;-;6;8;14
"351230 Conchas";-;-;7;3;10
"351240 Cordeirópolis";-;-;5;2;7
"351250 Coroados";-;-;2;-;2
"351260 Coronel Macedo";-;-;3;-;3
"351270 Corumbataí";-;-;1;-;1
"351280 Cosmópolis";-;-;13;9;22
"351290 Cosmorama";-;-;3;1;4
"351300 Cotia";-;-;30;18;48
"351310 Cravinhos";-;-;5;8;13
"351320 Cristais Paulista";-;-;3;-;3
"351330 Cruzália";-;-;3;-;3
"351340 Cruzeiro";-;-;22;59;81
"351350 Cubatão";-;-;27;57;84
"351360 Cunha";-;-;5;1;6
"351370 Descalvado";-;-;10;2;12
"351380 Diadema";-;1;30;54;85
"351385 Dirce Reis";-;-;1;-;1
"351390 Divinolândia";-;-;4;15;19
"351400 Dobrada";-;-;1;-;1
"351410 Dois Córregos";-;-;7;4;11
"351420 Dolcinópolis";-;-;2;-;2
"351430 Dourado";-;-;4;-;4
"351440 Dracena";-;-;11;32;43
"351450 Duartina";-;-;4;3;7
"351460 Dumont";-;-;1;-;1
"351470 Echaporã";-;-;2;1;3
"351480 Eldorado";-;-;6;-;6
"351490 Elias Fausto";-;-;2;2;4
"351492 Elisiário";-;-;1;-;1
"351495 Embaúba";-;-;1;-;1
"351500 Embu das Artes";-;-;18;1;19
"351510 Embu-Guaçu";-;-;8;2;10
"351512 Emilianópolis";-;-;1;-;1
"351515 Engenheiro Coelho";-;-;5;-;5
"351518 Espírito Santo do Pinhal";-;-;10;83;93
"351519 Espírito Santo do Turvo";-;-;3;-;3
"355730 Estiva Gerbi";-;-;2;2;4
"351520 Estrela d'Oeste";-;-;1;4;5
"351530 Estrela do Norte";-;-;1;-;1
"351535 Euclides da Cunha Paulista";-;-;5;1;6
"351540 Fartura";-;-;4;22;26
"351560 Fernando Prestes";-;-;2;1;3
"351550 Fernandópolis";-;2;13;80;95
"351565 Fernão";-;-;1;-;1
"351570 Ferraz de Vasconcelos";-;1;14;7;22
"351580 Flora Rica";-;-;1;-;1
"351590 Floreal";-;-;2;-;2
"351600 Flórida Paulista";-;-;3;2;5
"351610 Florínia";-;-;2;-;2
"351620 Franca";-;8;33;104;145
"351630 Francisco Morato";-;1;18;3;22
"351640 Franco da Rocha";-;9;17;6;32
"351650 Gabriel Monteiro";-;-;2;-;2
"351660 Gália";-;-;2;1;3
"351670 Garça";-;-;11;8;19
"351680 Gastão Vidigal";-;-;1;-;1
"351685 Gavião Peixoto";-;-;2;-;2
"351690 General Salgado";-;-;4;6;10
"351700 Getulina";-;1;2;1;4
"351710 Glicério";-;-;5;-;5
"351720 Guaiçara";-;-;4;1;5
"351730 Guaimbê";-;-;2;1;3
"351740 Guaíra";-;-;10;12;22
"351750 Guapiaçu";-;-;4;5;9
"351760 Guapiara";-;-;8;1;9
"351770 Guará";-;-;6;8;14
"351780 Guaraçaí";-;-;3;1;4
"351790 Guaraci";-;-;5;-;5
"351800 Guarani d'Oeste";-;-;1;-;1
"351810 Guarantã";-;-;1;1;2
"351820 Guararapes";-;-;7;4;11
"351830 Guararema";-;1;2;2;5
"351840 Guaratinguetá";1;1;16;35;53
"351850 Guareí";-;-;6;-;6
"351860 Guariba";-;-;7;2;9
"351870 Guarujá";-;-;31;48;79
"351880 Guarulhos";-;4;93;167;264
"351885 Guatapará";-;-;2;-;2
"351890 Guzolândia";-;-;4;-;4
"351900 Herculândia";-;-;4;1;5
"351905 Holambra";-;-;4;-;4
"351907 Hortolândia";-;4;25;6;35
"351910 Iacanga";-;-;3;1;4
"351920 Iacri";-;-;2;1;3
"351925 Iaras";-;1;2;-;3
"351930 Ibaté";-;-;9;1;10
"351940 Ibirá";-;-;4;2;6
"351950 Ibirarema";-;-;2;-;2
"351960 Ibitinga";-;-;10;13;23
"351970 Ibiúna";-;-;16;11;27
"351980 Icém";-;-;5;-;5
"351990 Iepê";-;-;5;2;7
"352000 Igaraçu do Tietê";-;-;4;1;5
"352010 Igarapava";-;-;6;3;9
"352020 Igaratá";-;-;6;1;7
"352030 Iguape";-;-;6;-;6
"352042 Ilha Comprida";-;-;5;-;5
"352044 Ilha Solteira";-;-;9;23;32
"352040 Ilhabela";-;-;10;2;12
"352050 Indaiatuba";-;1;24;64;89
"352060 Indiana";-;-;3;-;3
"352070 Indiaporã";-;-;2;1;3
"352080 Inúbia Paulista";-;-;1;-;1
"352090 Ipaussu";-;-;2;3;5
"352100 Iperó";-;1;6;-;7
"352110 Ipeúna";-;-;2;-;2
"352115 Ipiguá";-;-;1;-;1
"352120 Iporanga";-;-;2;-;2
"352130 Ipuã";-;-;8;13;21
"352140 Iracemápolis";-;-;7;2;9
"352150 Irapuã";-;-;2;-;2
"352160 Irapuru";-;-;3;1;4
"352170 Itaberá";-;-;11;2;13
"352180 Itaí";-;1;5;22;28
"352190 Itajobi";-;-;2;3;5
"352200 Itaju";-;-;1;-;1
"352210 Itanhaém";-;-;19;10;29
"352215 Itaóca";-;-;2;-;2
"352220 Itapecerica da Serra";-;3;15;9;27
"352230 Itapetininga";-;10;30;20;60
"352240 Itapeva";-;3;35;26;64
"352250 Itapevi";-;1;19;10;30
"352260 Itapira";-;-;19;99;118
"352265 Itapirapuã Paulista";-;-;4;-;4
"352270 Itápolis";-;-;11;11;22
"352280 Itaporanga";-;-;2;3;5
"352290 Itapuí";-;-;2;1;3
"352300 Itapura";-;-;2;-;2
"352310 Itaquaquecetuba";-;1;19;6;26
"352320 Itararé";-;-;18;24;42
"352330 Itariri";-;-;6;-;6
"352340 Itatiba";-;-;18;37;55
"352350 Itatinga";-;-;2;9;11
"352360 Itirapina";-;2;2;15;19
"352370 Itirapuã";-;-;1;-;1
"352380 Itobi";-;-;2;-;2
"352390 Itu";-;3;37;62;102
"352400 Itupeva";-;-;14;15;29
"352410 Ituverava";-;-;12;63;75
"352420 Jaborandi";-;-;2;-;2
"352430 Jaboticabal";-;-;14;22;36
"352440 Jacareí";-;-;27;133;160
"352450 Jaci";-;-;1;6;7
"352460 Jacupiranga";-;-;7;-;7
"352470 Jaguariúna";-;-;9;12;21
"352480 Jales";-;5;11;40;56
"352490 Jambeiro";-;-;2;1;3
"352500 Jandira";-;-;14;3;17
"352510 Jardinópolis";-;-;17;4;21
"352520 Jarinu";-;-;5;2;7
"352530 Jaú";-;5;22;60;87
"352540 Jeriquara";-;-;1;-;1
"352550 Joanópolis";-;-;2;-;2
"352560 João Ramalho";-;-;1;-;1
"352570 José Bonifácio";-;-;10;12;22
"352580 Júlio Mesquita";-;-;1;-;1
"352585 Jumirim";-;-;2;-;2
"352590 Jundiaí";-;1;59;282;342
"352600 Junqueirópolis";-;-;5;2;7
"352610 Juquiá";-;-;9;-;9
"352620 Juquitiba";-;-;8;-;8
"352630 Lagoinha";-;-;3;-;3
"352640 Laranjal Paulista";-;-;12;14;26
"352650 Lavínia";-;1;7;-;8
"352660 Lavrinhas";-;-;4;-;4
"352670 Leme";-;-;27;61;88
"352680 Lençóis Paulista";-;-;12;63;75
"352690 Limeira";-;2;28;245;275
"352700 Lindóia";-;-;3;3;6
"352710 Lins";-;1;22;128;151
"352720 Lorena";-;-;18;95;113
"352725 Lourdes";-;-;3;-;3
"352730 Louveira";-;-;4;3;7
"352740 Lucélia";-;1;2;6;9
"352750 Lucianópolis";-;-;1;-;1
"352760 Luís Antônio";-;-;3;4;7
"352770 Luiziânia";-;-;4;1;5
"352780 Lupércio";-;-;2;-;2
"352790 Lutécia";-;-;1;-;1
"352800 Macatuba";-;-;5;2;7
"352810 Macaubal";-;-;2;4;6
"352820 Macedônia";-;-;1;-;1
"352830 Magda";-;-;1;-;1
"352840 Mairinque";-;-;21;6;27
"352850 Mairiporã";-;-;10;4;14
"352860 Manduri";-;-;4;7;11
"352870 Marabá Paulista";-;-;3;-;3
"352880 Maracaí";-;-;7;2;9
"352885 Marapoama";-;-;1;-;1
"352890 Mariápolis";-;-;1;-;1
"352900 Marília";-;2;55;124;181
"352910 Marinópolis";-;-;1;-;1
"352920 Martinópolis";-;-;9;2;11
"352930 Matão";-;1;16;1;18
"352940 Mauá";-;1;35;105;141
"352950 Mendonça";-;-;1;-;1
"352960 Meridiano";-;-;2;-;2
"352965 Mesópolis";-;-;1;-;1
"352970 Miguelópolis";-;-;5;7;12
"352980 Mineiros do Tietê";-;-;3;1;4
"353000 Mira Estrela";-;-;1;-;1
"352990 Miracatu";-;-;7;1;8
"353010 Mirandópolis";-;3;14;7;24
"353020 Mirante do Paranapanema";-;-;8;4;12
"353030 Mirassol";-;-;7;27;34
"353040 Mirassolândia";-;-;1;-;1
"353050 Mococa";-;1;21;91;113
"353060 Mogi das Cruzes";-;7;37;112;156
"353070 Mogi Guaçu";-;-;20;103;123
"353080 Mogi Mirim";-;1;15;21;37
"353090 Mombuca";-;-;1;-;1
"353100 Monções";-;-;2;1;3
"353110 Mongaguá";-;1;13;5;19
"353120 Monte Alegre do Sul";-;-;5;-;5
"353130 Monte Alto";-;-;20;97;117
"353140 Monte Aprazível";-;-;9;11;20
"353150 Monte Azul Paulista";-;-;4;7;11
"353160 Monte Castelo";-;-;1;-;1
"353180 Monte Mor";-;-;11;8;19
"353170 Monteiro Lobato";-;-;3;-;3
"353190 Morro Agudo";-;-;10;4;14
"353200 Morungaba";-;-;5;4;9
"353205 Motuca";-;-;3;-;3
"353210 Murutinga do Sul";-;-;3;1;4
"353215 Nantes";-;-;2;-;2
"353220 Narandiba";-;-;2;-;2
"353230 Natividade da Serra";-;-;2;-;2
"353240 Nazaré Paulista";-;-;2;1;3
"353250 Neves Paulista";-;-;3;4;7
"353260 Nhandeara";-;-;5;10;15
"353270 Nipoã";-;-;1;-;1
"353280 Nova Aliança";-;-;2;-;2
"353282 Nova Campina";-;-;3;-;3
"353284 Nova Canaã Paulista";-;-;2;-;2
"353290 Nova Europa";-;-;4;1;5
"353300 Nova Granada";-;-;4;4;8
"353310 Nova Guataporanga";-;-;1;-;1
"353320 Nova Independência";-;-;2;-;2
"353330 Nova Luzitânia";-;-;1;-;1
"353340 Nova Odessa";-;-;8;12;20
"353325 Novais";-;-;1;-;1
"353350 Novo Horizonte";-;-;7;25;32
"353360 Nuporanga";-;-;5;8;13
"353370 Ocauçu";-;-;2;-;2
"353380 Óleo";-;-;3;-;3
"353390 Olímpia";-;1;12;29;42
"353400 Onda Verde";-;-;3;-;3
"353410 Oriente";-;-;2;-;2
"353420 Orindiúva";-;-;1;1;2
"353430 Orlândia";-;2;9;40;51
"353440 Osasco";-;7;46;77;130
"353450 Oscar Bressane";-;-;1;-;1
"353460 Osvaldo Cruz";-;2;5;11;18
"353470 Ourinhos";-;-;23;119;142
"353480 Ouro Verde";-;-;3;-;3
"353475 Ouroeste";-;-;3;-;3
"353490 Pacaembu";-;2;3;7;12
"353500 Palestina";-;-;2;3;5
"353510 Palmares Paulista";-;-;2;2;4
"353520 Palmeira d'Oeste";-;-;4;2;6
"353530 Palmital";-;-;7;6;13
"353540 Panorama";-;-;2;1;3
"353550 Paraguaçu Paulista";-;1;14;28;43
"353560 Paraibuna";-;-;9;2;11
"353570 Paraíso";-;-;1;1;2
"353580 Paranapanema";-;-;4;2;6
"353590 Paranapuã";-;-;1;1;2
"353600 Parapuã";-;-;2;1;3
"353610 Pardinho";-;-;2;1;3
"353620 Pariquera-Açu";-;-;8;1;9
"353625 Parisi";-;-;1;-;1
"353630 Patrocínio Paulista";-;-;5;2;7
"353640 Paulicéia";-;-;2;-;2
"353650 Paulínia";-;-;19;24;43
"353657 Paulistânia";-;-;1;-;1
"353660 Paulo de Faria";-;-;1;2;3
"353670 Pederneiras";-;-;9;8;17
"353680 Pedra Bela";-;-;2;-;2
"353690 Pedranópolis";-;-;3;-;3
"353700 Pedregulho";-;-;7;3;10
"353710 Pedreira";-;-;8;9;17
"353715 Pedrinhas Paulista";-;-;3;-;3
"353720 Pedro de Toledo";-;-;5;-;5
"353730 Penápolis";-;-;16;65;81
"353740 Pereira Barreto";-;-;9;3;12
"353750 Pereiras";-;-;5;1;6
"353760 Peruíbe";-;-;12;7;19
"353770 Piacatu";-;-;3;-;3
"353780 Piedade";-;-;13;4;17
"353790 Pilar do Sul";-;-;6;2;8
"353800 Pindamonhangaba";-;-;24;100;124
"353810 Pindorama";-;-;5;-;5
"353820 Pinhalzinho";-;-;3;2;5
"353830 Piquerobi";-;-;1;-;1
"353850 Piquete";-;-;3;1;4
"353860 Piracaia";-;-;2;4;6
"353870 Piracicaba";-;7;66;137;210
"353880 Piraju";-;1;10;3;14
"353890 Pirajuí";-;2;6;6;14
"353900 Pirangi";-;-;3;6;9
"353910 Pirapora do Bom Jesus";-;-;6;1;7
"353920 Pirapozinho";-;-;9;7;16
"353930 Pirassununga";1;-;23;19;43
"353940 Piratininga";-;-;2;1;3
"353950 Pitangueiras";-;-;9;5;14
"353960 Planalto";-;-;1;-;1
"353970 Platina";-;-;1;-;1
"353980 Poá";-;-;15;9;24
"353990 Poloni";-;-;3;1;4
"354000 Pompéia";-;-;6;8;14
"354010 Pongaí";-;-;1;-;1
"354020 Pontal";-;-;10;18;28
"354025 Pontalinda";-;-;1;-;1
"354030 Pontes Gestal";-;-;2;-;2
"354040 Populina";-;-;2;1;3
"354050 Porangaba";-;-;3;2;5
"354060 Porto Feliz";-;-;9;17;26
"354070 Porto Ferreira";-;-;10;3;13
"354075 Potim";-;-;3;-;3
"354080 Potirendaba";-;-;7;8;15
"354085 Pracinha";-;1;1;-;2
"354090 Pradópolis";-;-;6;2;8
"354100 Praia Grande";-;-;36;41;77
